CODI_PROVINCIA,PROVINCIA,CODI_MUNICIPI,MUNICIPI,ESTACIO,CODI_CONTAMINANT,ANY,MES,DIA,H01,V01,H02,V02,H03,V03,H04,V04,H05,V05,H06,V06,H07,V07,H08,V08,H09,V09,H10,V10,H11,V11,H12,V12,H13,V13,H14,V14,H15,V15,H16,V16,H17,V17,H18,V18,H19,V19,H20,V20,H21,V21,H22,V22,H23,V23,H24,V24
08,Barcelona,019,Barcelona,004,12,2020,5,18,12,V,9,V,11,V,16,V,19,V,26,V,36,V,73,V,77,V,72,V,50,V,21,V,17,V,16,V,22,V,13,V,18,V,26,V,30,V,46,V,47,V,25,V,44,V,69,V
08,Barcelona,019,Barcelona,004,12,2020,5,19,63,V,54,V,51,V,37,V,30,V,29,V,48,V,42,V,30,V,33,V,27,V,44,V,31,V,31,V,20,V,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,042,12,2020,5,16,11,V,6,V,9,V,6,V,10,V,14,V,9,V,9,V,13,V,11,V,7,V,10,V,16,V,10,V,7,V,8,V,7,V,5,V,7,V,6,V,8,V,14,V,19,V,9,V
08,Barcelona,019,Barcelona,042,12,2020,5,17,8,V,8,V,8,V,9,V,6,V,4,V,5,V,8,V,4,V,4,V,6,V,5,V,4,V,6,V,6,V,4,V,4,V,4,V,3,V,5,V,10,V,15,V,12,V,10,V
08,Barcelona,019,Barcelona,042,12,2020,5,18,7,V,7,V,7,V,15,V,14,V,10,V,23,V,49,V,63,V,53,V,64,V,82,V,53,V,23,V,23,V,15,V,25,V,13,V,15,V,11,V,11,V,16,V,32,V,33,V
08,Barcelona,019,Barcelona,042,12,2020,5,19,37,V,56,V,41,V,30,V,18,V,10,V,7,V,20,V,31,V,29,V,25,V,17,V,26,V,45,V,30,V,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,054,12,2020,5,16,11,V,6,V,5,V,8,V,25,V,10,V,8,V,10,V,17,V,10,V,6,V,6,V,9,V,10,V,10,V,8,V,7,V,6,V,6,V,7,V,8,V,12,V,8,V,6,V
08,Barcelona,019,Barcelona,054,12,2020,5,17,7,V,6,V,6,V,4,V,5,V,5,V,5,V,6,V,5,V,5,V,6,V,5,V,5,V,4,V,4,V,4,V,3,V,3,V,4,V,5,V,17,V,27,V,15,V,17,V
08,Barcelona,019,Barcelona,054,12,2020,5,18,14,V,9,V,10,V,17,V,12,V,17,V,59,V,45,V,30,V,10,V,10,V,29,V,38,V,16,V,13,V,14,V,17,V,13,V,11,V,16,V,18,V,21,V,35,V,10,V
08,Barcelona,019,Barcelona,054,12,2020,5,19,24,V,16,V,14,V,10,V,8,V,11,V,8,V,11,V,13,V,15,V,15,V,15,V,,N,,N,28,V,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,050,14,2020,5,16,77,V,70,V,67,V,61,V,51,V,38,V,33,V,33,V,38,V,48,V,53,V,53,V,48,V,54,V,62,V,61,V,63,V,63,V,61,V,58,V,36,V,34,V,24,V,25,V
08,Barcelona,019,Barcelona,050,14,2020,5,17,27,V,26,V,15,V,29,V,45,V,47,V,37,V,32,V,44,V,48,V,51,V,60,V,65,V,59,V,43,V,51,V,50,V,62,V,72,V,63,V,74,V,61,V,47,V,69,V
08,Barcelona,019,Barcelona,050,14,2020,5,18,69,V,72,V,71,V,55,V,23,V,17,V,17,V,19,V,17,V,31,V,52,V,73,V,78,V,86,V,94,V,89,V,73,V,80,V,82,V,40,V,83,V,92,V,64,V,46,V
08,Barcelona,019,Barcelona,050,14,2020,5,19,32,V,16,V,4,V,4,V,10,V,12,V,9,V,4,V,27,V,45,V,56,V,48,V,73,V,84,V,91,V,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,043,14,2020,5,16,77,V,69,V,58,V,54,V,43,V,31,V,33,V,35,V,26,V,27,V,34,V,39,V,46,V,56,V,55,V,53,V,53,V,53,V,47,V,43,V,38,V,15,V,30,V,32,V
08,Barcelona,019,Barcelona,043,14,2020,5,17,36,V,33,V,35,V,35,V,38,V,49,V,41,V,36,V,38,V,33,V,34,V,36,V,39,V,45,V,55,V,64,V,76,V,81,V,81,V,77,V,67,V,70,V,68,V,65,V
08,Barcelona,019,Barcelona,043,14,2020,5,18,61,V,58,V,52,V,46,V,25,V,12,V,3,V,4,V,11,V,43,V,36,V,27,V,49,V,75,V,80,V,66,V,78,V,92,V,88,V,87,V,85,V,77,V,50,V,25,V
08,Barcelona,019,Barcelona,043,14,2020,5,19,8,V,9,V,18,V,41,V,16,V,6,V,2,V,14,V,26,V,29,V,24,V,49,V,48,V,55,V,84,V,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,044,14,2020,5,16,83,V,72,V,73,V,64,V,41,V,40,V,38,V,41,V,34,V,32,V,47,V,50,V,52,V,62,V,63,V,62,V,60,V,69,V,56,V,51,V,46,V,30,V,28,V,44,V
08,Barcelona,019,Barcelona,044,14,2020,5,17,52,V,42,V,40,V,38,V,46,V,50,V,47,V,37,V,49,V,41,V,47,V,59,V,65,V,64,V,64,V,71,V,77,V,84,V,85,V,80,V,56,V,71,V,73,V,68,V
08,Barcelona,019,Barcelona,044,14,2020,5,18,70,V,68,V,63,V,49,V,30,V,23,V,18,V,32,V,38,V,52,V,52,V,38,V,63,V,86,V,90,V,88,V,81,V,96,V,98,V,94,V,88,V,78,V,63,V,69,V
08,Barcelona,019,Barcelona,044,14,2020,5,19,25,V,48,V,67,V,55,V,26,V,19,V,16,V,23,V,24,V,26,V,42,V,59,V,62,V,69,V,90,V,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,058,14,2020,5,16,78,V,79,V,74,V,58,V,60,V,69,V,60,V,53,V,51,V,47,V,56,V,61,V,66,V,68,V,70,V,74,V,87,V,87,V,89,V,76,V,80,V,78,V,73,V,70,V
08,Barcelona,019,Barcelona,058,14,2020,5,17,67,V,81,V,79,V,71,V,62,V,69,V,60,V,57,V,56,V,54,V,51,V,57,V,70,V,77,V,76,V,79,V,86,V,93,V,91,V,87,V,81,V,66,V,87,V,90,V
08,Barcelona,019,Barcelona,058,14,2020,5,18,90,V,84,V,78,V,78,V,77,V,84,V,84,V,86,V,89,V,84,V,82,V,60,V,64,V,97,V,108,V,101,V,101,V,115,V,117,V,113,V,111,V,119,V,117,V,112,V
08,Barcelona,019,Barcelona,058,14,2020,5,19,109,V,101,V,96,V,95,V,92,V,92,V,87,V,79,V,71,V,74,V,,N,83,V,97,V,97,V,114,V,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,057,14,2020,5,16,88,V,80,V,75,V,66,V,47,V,55,V,51,V,49,V,47,V,46,V,49,V,57,V,59,V,68,V,68,V,63,V,64,V,73,V,70,V,53,V,59,V,50,V,33,V,51,V
08,Barcelona,019,Barcelona,057,14,2020,5,17,55,V,43,V,54,V,64,V,64,V,70,V,55,V,49,V,56,V,51,V,51,V,54,V,65,V,66,V,73,V,81,V,86,V,94,V,92,V,92,V,85,V,80,V,80,V,73,V
08,Barcelona,019,Barcelona,057,14,2020,5,18,69,V,72,V,63,V,50,V,60,V,53,V,32,V,20,V,36,V,37,V,45,V,41,V,47,V,83,V,94,V,101,V,92,V,112,V,115,V,114,V,104,V,87,V,58,V,55,V
08,Barcelona,019,Barcelona,057,14,2020,5,19,49,V,43,V,33,V,57,V,61,V,56,V,53,V,56,V,64,V,65,V,,N,,N,,N,,N,104,V,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,054,14,2020,5,16,77,V,76,V,71,V,54,V,34,V,47,V,42,V,47,V,41,V,40,V,48,V,56,V,64,V,75,V,68,V,62,V,65,V,71,V,69,V,59,V,52,V,44,V,48,V,53,V
08,Barcelona,019,Barcelona,054,14,2020,5,17,49,V,44,V,47,V,59,V,54,V,59,V,53,V,49,V,50,V,48,V,47,V,52,V,61,V,71,V,74,V,79,V,85,V,91,V,91,V,90,V,75,V,59,V,78,V,63,V
08,Barcelona,019,Barcelona,054,14,2020,5,18,59,V,64,V,49,V,35,V,51,V,45,V,18,V,22,V,40,V,74,V,74,V,65,V,69,V,96,V,105,V,102,V,99,V,108,V,115,V,113,V,95,V,82,V,59,V,95,V
08,Barcelona,019,Barcelona,054,14,2020,5,19,61,V,76,V,72,V,73,V,69,V,67,V,74,V,67,V,61,V,61,V,63,V,70,V,,N,,N,112,V,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,043,10,2020,5,16,13,V,10,V,7,V,8,V,8,V,9,V,10,V,10,V,11,V,10,V,12,V,17,V,17,V,14,V,13,V,12,V,13,V,10,V,7,V,6,V,8,V,14,V,11,V,8,V
08,Barcelona,019,Barcelona,043,10,2020,5,17,6,V,7,V,5,V,7,V,8,V,7,V,9,V,11,V,10,V,10,V,12,V,14,V,17,V,22,V,18,V,17,V,16,V,16,V,20,V,21,V,22,V,24,V,22,V,20,V
08,Barcelona,019,Barcelona,043,10,2020,5,18,19,V,17,V,15,V,13,V,15,V,18,V,21,V,29,V,29,V,23,V,33,V,32,V,27,V,31,V,29,V,25,V,20,V,28,V,37,V,40,V,26,V,25,V,29,V,30,V
08,Barcelona,019,Barcelona,043,10,2020,5,19,27,V,24,V,19,V,17,V,19,V,19,V,19,V,21,V,22,V,26,V,24,V,20,V,30,V,37,V,39,V,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,044,10,2020,5,16,15,V,11,V,7,V,8,V,8,V,9,V,9,V,9,V,8,V,9,V,9,V,12,V,16,V,16,V,9,V,12,V,13,V,8,V,6,V,7,V,8,V,12,V,13,V,6,V
